,고객ID,거주지,cluster,A_상반기_가구/인테리어_변화,B_상반기_가구/인테리어_변화,A_상반기_디지털/가전_변화,B_상반기_디지털/가전_변화,A_상반기_생활/건강_변화,B_상반기_생활/건강_변화,A_상반기_스포츠/레저_변화,B_상반기_스포츠/레저_변화,A_상반기_식품_변화,B_상반기_식품_변화,A_상반기_패션의류_변화,B_상반기_패션의류_변화,A_상반기_패션잡화_변화,B_상반기_패션잡화_변화,A_상반기_화장품/미용_변화,B_상반기_화장품/미용_변화,A_하반기_가구/인테리어_변화,B_하반기_가구/인테리어_변화,A_하반기_디지털/가전_변화,B_하반기_디지털/가전_변화,A_하반기_생활/건강_변화,B_하반기_생활/건강_변화,A_하반기_스포츠/레저_변화,B_하반기_스포츠/레저_변화,A_하반기_식품_변화,B_하반기_식품_변화,A_하반기_패션의류_변화,B_하반기_패션의류_변화,A_하반기_패션잡화_변화,B_하반기_패션잡화_변화,A_하반기_화장품/미용_변화,B_하반기_화장품/미용_변화,구매감소
5912,7061,경기도,0,0,0,0,0,0,0,0,0,-68.93410853,72.77200771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,7.586477987,0,0,0,0,0,0,FALSE
5913,7062,광주시,0,0,0,0,0,0,-100,45.22835395,0,-100,-100,-100,0,0,0,0,-100,0,0,0,0,0,-27.16853933,0,0,292,-36.57646701,0,0,0,-47.5,0,-100,FALSE
5914,7063,울산시,1,2774.874652,0,406.8059072,0,-39.16361893,69.36199095,660.3732535,0,-31.66684262,0,-22.88367584,-100,3.745623412,-100,145.7945182,0,-100,0,-100,0,7.274515518,-65.56846822,-58.75128896,0,-55.93345562,-29.92559716,-64.00124929,0,-79.05782354,0,54.32784742,-100,TRUE
5915,7064,경기도,1,80.45762712,0,-13.25401929,-100,164.985,-32.49089077,-82.19096672,0,144.9483395,-77.08944507,-58.54284562,0,3.934698395,0,-8.587152949,-51.86539868,0,0,-100,0,-90.61749438,1.95804976,180.4100529,0,20.09873993,-19.7667142,-48.49251901,-100,-38.99998543,0,109.2862927,-58.61806495,FALSE
5916,7065,경기도,0,-100,0,0,0,-100,-0.653594771,-35.01792115,0,-59.41520123,-4.280995157,-52.42360379,0,0,-100,0,0,0,0,-100,0,-67.72994849,32.51028807,0,0,47.89891124,-46.98062085,6324.6,0,260.9541985,0,0,-100,FALSE
5917,7067,서울시,1,0,0,0,0,0,-60.91278013,-54.6076409,0,6.48795929,-36.89832636,-70.31977195,0,29.95986608,0,168.8910815,-100,-0.504371585,-100,0,0,0,1.888888889,38.64824662,0,220.7330261,-36.20701372,19204.57879,-100,478.5696242,-33.46673337,361.470687,-100,FALSE
5918,7068,부산시,1,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,-89.89932886,0,-100,0,0,0,TRUE
5919,7069,서울시,4,0,257.0958904,0,0,-85.52823315,401.0503619,0,0,-56.83457686,2076.285874,12.86723628,0,-100,0,72.15223097,0,-100,-100,0,0,-100,29.00136333,0,0,-90.57502734,-7.612840667,-86.0911271,18.77659574,-100,-53.48008386,-100,0,TRUE
5920,7070,경기도,4,0,-100,0,0,0,-99.70521883,0,-100,-30,21.16841492,-100,-100,0,0,0,-100,0,-100,0,0,0,-100,0,0,-100,-100,-100,0,-100,-100,0,0,TRUE
5921,7071,경상남도,0,0,0,0,0,0,20.24372817,0,0,121.2295236,-41.3242491,-19.34697152,0,-17.14802556,0,205.812662,-44.64842105,0,0,0,0,282.7160494,113.0614657,427.4449761,0,-11.44603346,-40.46491755,24.47303922,0,-11.29463431,-25,82.42317969,-63.91549296,FALSE
5922,7072,경기도,0,0,806.5,0,0,0,-8.584474886,0,-94.48484848,0,-1.367511567,0,249.6561886,0,-76.67513612,0,107.920702,0,-100,0,0,0,-49.08963585,0,255.6756757,0,24.80899102,-4.609218437,-27.17453098,0,-86.37479085,0,-41.89637434,FALSE
5923,7074,서울시,0,0,0,0,0,0,-100,0,0,-100,-92.17654278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
5924,7075,경상남도,5,0,0,0,0,0,-23.03542194,0,-36.68181818,-36.89230769,-32.89405386,-89.29663609,-100,0,-82.06638616,0,-65.69251905,0,-42.76688453,0,0,0,-38.24890988,0,-100,-16,-23.56844664,-84.94006309,273.9473684,0,-85.95669465,0,-86.9312322,TRUE
5925,7076,서울시,1,0,0,0,0,57.66691123,-95.88082902,-100,0,-40.85701972,0,656.1296296,0,-100,0,-9.075067024,-100,0,-100,0,0,-68.0693182,-100,582.15,0,-70.04444234,-100,140.9067797,-100,-47.5,0,-35.41181041,-100,TRUE
5926,7077,경상남도,0,0,0,0,0,0,-45.59043348,-68.71831152,0,-71.48148148,-1.88074008,-84.1371904,705.5384615,-87.83666377,-54.08602151,0,-26.19181155,0,-100,0,0,0,19.22942817,334.0682261,-86,0,14.68061719,41.38577586,85.31578947,0,100.4545455,0,81.69117647,FALSE
5927,7079,서울시,1,0,0,0,467.9545455,-86.13053613,117.5355872,-30.19662921,-23.79661017,11.24834723,-36.24949895,-45.73015506,20.89931741,-50.94166667,332.1688742,-49.74205785,-47.66616692,0,156,2.666666667,0,247.4074074,-46.17066406,-5.165925419,-17.6026545,-37.54088734,-43.16726639,12781.85862,-94.66200466,0,-97.07207427,548.6666667,-75.73464719,FALSE
5928,7080,서울시,0,0,0,0,0,25.3,2518,101.0506329,0,-100,26.28029505,127.4,0,-100,0,0,0,0,0,0,0,0,-5.641025641,16.82119205,0,-75.70776256,373.9321357,-34.77596741,0,0,-100,-100,0,FALSE
5929,7081,부산시,5,0,233.3160622,0,-100,0,9.541104139,923.4375,31.2,-17.06827309,-28.93223916,-1.378382419,-90.14851485,-100,-59.42992874,-100,-41.19015614,-61.21621622,493.6170213,0,0,0,-30.11372661,-66.67789223,-85.23913043,137.6190476,9.389490379,-77.80725817,74.21898245,-22.61956522,-43.62341772,0,-16.69210225,FALSE
5930,7083,서울시,1,-100,0,0,0,-49.45438148,0,-100,0,-72.49194177,90.10497667,-92.15084147,0,-97.44214373,0,159.4537509,0,544,0,0,0,-6.256931608,0,-90.81560284,0,-45.95757516,-68.87156644,-69.88834576,0,-48.76312253,0,-85.80879215,0,TRUE
5931,7084,경상남도,1,-100,0,0,0,-78.31993045,-46.50381679,-79.91822828,0,-53.58589848,-35.29124814,-69.24913749,0,-52.5748194,0,0,-100,0,0,0,0,0,374.3103448,-16.3222331,0,-60.68975977,-66.42031285,-20.70856354,0,-42.63157895,0,-96.72551587,229.7272727,TRUE
5932,7085,경기도,1,0,20.04102564,0,-100,0,18.78881559,0,-100,0,-59.06492732,0,125.4022376,0,-80.55299539,0,27.64079148,0,-93.27116212,0,-100,0,-65.54860793,0,-88.27319588,0,-70.38621034,0,-30.93645485,0,0,-100,-26.05916031,TRUE
5933,7086,부산시,1,-22.63157895,-86.80769231,0,0,-75.23784812,-29.5012047,-76.57813426,-100,-42.05511406,94.60910521,-24.25556858,-100,131.6510655,-38.51351351,-10.72484748,-68.16031196,32.81351527,-32.93266833,-100,0,-27.90361446,44.00901653,17.32122588,-100,-68.20916626,-21.90233354,-34.74048842,-100,-94.16509597,-82.04580153,-31.30980714,-45.25070902,TRUE
5934,7087,부산시,2,0,-100,0,0,0,-50.38187028,-100,0,0,-37.082434,-49.84344894,0,0,-92.03921569,0,-64.13233609,0,0,0,0,0,-41.22511574,0,0,0,46.59754459,-100,0,-100,0,0,32.02777778,FALSE
5935,7088,경상남도,2,0,0,0,0,0,0,0,0,-27.74444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
5936,7089,부산시,5,0,-88.99603699,0,0,0,-75.27834859,0,-73.10185185,0,-72.53859134,0,147.2313297,0,763.1067961,0,-88.24235153,0,-51.3559322,0,0,0,-20.96049085,0,-100,-46.53937947,-15.64552324,0,173.5908441,-100,3241.016949,0,-92.52076319,TRUE
5937,7090,경기도,1,0,0,0,0,0,19.82756763,0,-81.31528046,0,-46.6120123,0,-56.4792176,0,111.3035067,0,-54.91288566,0,-69.17307692,0,0,0,-26.87375283,0,1593.125,0,60.51464581,0,-90.80291971,-100,178.647343,0,274.3586854,FALSE
5938,7091,경기도,1,-81.70107646,0,21.38047138,0,-69.82398783,928.7715322,-2.603448276,0,-21.0033087,-21.24917925,-43.00141032,0,-8.275862069,0,-28.2613531,-81.47058824,-90.32581841,-83.17307692,-90.90482399,0,40.30614657,63.61396396,-60.63444311,-100,-50.03759823,-35.46336619,-1.005706598,312.9411765,-9.615840281,-100,29.96962025,0,TRUE
5939,7092,경기도,5,0,-47.30188679,0,0,0,-9.622633335,0,50.64,-67.4904943,-46.80687682,0,0,0,-36.36363636,580.8166969,-77.40895522,0,98.39281085,0,0,0,-67.15145577,0,-93.32620778,-7.911585366,-72.5747313,-100,0,0,0,156.2711864,282.8689655,TRUE
5940,7094,부산시,0,-100,0,-100,0,83.25949367,43.15060589,-56.1802974,-58,-51.80671993,-44.75940507,-35.7503864,2.580645161,0,-100,-100,0,-84,0,0,-100,69.90569906,-88.43257261,17.08033241,0,-7.984114744,-53.64734739,292.3367698,-87.38814994,1788.820225,0,0,-100,FALSE
5941,7095,서울시,5,0,-14.92307692,0,0,0,-47.13823244,0,-100,-100,-56.38355304,0,0,0,-74.25365854,-100,223.245614,0,0,0,0,0,-62.51015735,0,-100,0,-44.28674349,-100,-100,0,-91.61676647,0,64.22391858,TRUE
5942,7098,서울시,1,0,1102.089985,0,0,0,76.38215751,0,121.8218884,-100,-13.85690565,0,112.7931165,0,-94.12808399,0,-24.43224092,0,-23.24902724,0,0,0,-47.28160879,0,-68.40184512,213.46,-67.36771696,0,-1.797577179,0,0,0,103.4106944,TRUE
5943,7099,경기도,2,0,-53.57289528,0,0,0,-24.35347413,0,262.3389831,0,-47.69914443,0,647.4874372,0,-84.08695652,0,-69.77850839,0,-100,0,0,-100,-33.01195831,0,115.3311258,-89.60709959,19.56050088,-100,17.75642177,-100,-83.547268,-100,-48.85073473,TRUE
5944,7100,서울시,4,0.998696431,-100,0,0,273.4626711,-100,-80.59215466,0,-67.63204906,16.3869863,-48.8966707,0,-60.84055136,0,-61.04696519,0,4812.280702,-87.36363636,0,0,100.0097021,0,-57.6112825,0,-65.54918894,-100,43.16521953,21.17384844,-34.76383768,-73.87962963,41.09649123,0,FALSE
5945,7102,부산시,5,49.51456311,0,0,0,-44.41755153,64.35371954,0,0,88.43114421,131.3202576,39.65187388,0,274.1344444,0,-100,0,-34.0776699,-24.30122117,-100,0,-36.9273743,7.396216338,763.625,0,-1.111825033,-71.69096094,-77.0411811,0,-92.62291226,-100,0,111.8383838,FALSE
5946,7103,충청남도,1,0,0,0,0,21.31075789,500.25,-66.63203244,-100,-25.82211628,0,729.6368715,0,-96.38242894,0,124.9438202,0,0,0,0,0,-100,-75.17942284,-92.81389839,0,-92.49794689,-27.17182903,-100,-68.75,-100,0,-100,0,TRUE
5947,7104,경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
5948,7106,경기도,1,-100,0,0,0,24.77243507,0,-39.47038999,0,-3.958217109,0,-25.80759599,0,-84.3742162,0,0,0,-72.36842105,0,0,0,-28.29977164,-79.03569405,-62.96251759,0,-26.36883422,-80.51053725,-13.29295154,0,-100,0,-69.07534247,0,TRUE
5949,7108,경기도,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.92445271,-100,0,0,0,0,0,0,FALSE
5950,7110,부산시,5,0,0,0,0,0,-17.38627522,0,468.6982249,0,-3.467531148,0,-55.92162681,0,44.48860625,0,-89.78443804,0,-89.34671533,0,0,0,41.18047093,0,123.287037,-100,104.8867969,0,-30.43820426,0,-49.69005848,0,-64.89503817,FALSE
5951,7111,서울시,1,0,0,0,0,-100,0,0,0,-26.31578947,0,0,0,0,0,0,-100,-100,0,0,0,-91.4615214,0,0,0,-2.179487179,0,0,0,0,0,0,0,FALSE
5952,7113,서울시,4,-24.05243209,0,-90.41168996,0,-79.88558069,-24.14265528,-64.9704072,-12.03333333,-54.66957889,-42.45647969,-72.46872456,-35.37783375,-36.53680046,-100,89.92009132,191.2319392,149.3935719,0,-31.79531764,0,-77.18350515,44.89190987,53.48920109,948.2608696,-13.7803268,-11.95402826,258.8849772,-58.79247232,479.17049,-88.23129252,-4.570847493,109.6463835,FALSE
5953,7114,울산시,0,0,0,0,0,0,0,0,0,0,-80.75937573,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,-100,0,0,0,0,0,FALSE
5954,7115,서울시,0,367.6542857,0,-94.85663082,0,156.7041959,10.2170767,-13.45454545,0,16.88978042,926.4439504,118.3648837,0,332.3496096,0,20.73521813,0,-57.72079772,0,-94.64017824,0,-80.04119497,190.7868852,0,0,84.1681114,351.0278805,536.5981946,-100,44.95895887,0,-38.19011741,0,FALSE
5955,7117,서울시,1,0,0,0,0,-100,0,-100,0,-3.922438925,0,-45.00476588,0,-39.85887212,0,-32.8387979,0,0,0,0,0,-100,0,-92.34307692,0,85.79399861,0,-51.78056845,0,18.03359947,0,-51.42476498,0,TRUE
5956,7118,경기도,1,-47.14285714,0,0,0,72.92139738,-21.83206107,0,0,-60.99606634,32.78151532,-6.462116326,0,-42.44444444,0,-24.83275663,-77.43421053,230.4,0,0,0,-19.00955414,93.68077388,-91.59302062,0,-12.27504136,36.40406766,-13.03358718,0,1550.25,0,-44.47068791,0,FALSE
5957,7123,경기도,1,0,-100,15335,0,-23.22434546,-9.836567926,34.88881914,0,8.379893161,-49.56627241,120.6395283,0,1509.794001,-100,19.86126064,-100,0,-100,-100,0,299.7870381,-85.68468468,-22.2458156,0,-39.35005084,-70.20380004,8.653879718,-53.0411449,-48.89359612,-67.9389313,-47.63541456,-16.82352941,FALSE
5958,7124,경기도,1,0,0,-100,0,-75.72146948,-100,-58.80347085,0,-56.21212945,-86.74770825,-100,0,-93.88248419,0,-74.10498427,0,7.322654462,0,0,0,-69.78676192,128.2173499,-16.71726755,0,-59.36811213,90.32489421,0,0,-100,0,-30.1958042,0,TRUE
5959,7126,광주시,1,6367.115789,0,-100,0,753.503937,7806.5,-38.14750889,0,18.53599024,172.1660506,18.27163664,0,537.3106258,0,137.2703254,0,-76.95299444,0,-97.9463424,0,-97.25124644,-64.24246008,138.441929,-19.70588235,37.84490925,90.45933735,32.70171879,0,2.754217641,-100,-65.90172701,0,TRUE
5960,7127,경기도,1,3770.530726,0,-74.07146452,0,3.805915612,-100,-37.24888558,0,-11.08772214,0,313.2191331,0,524.4152059,0,129.275463,0,-45.93925032,0,-82.88169894,0,-63.75784249,-100,-38.70752654,0,-23.79095407,-100,17.49447809,0,66.7856159,0,102.127085,0,FALSE
5961,7128,경기도,1,-88.96510229,0,-27.21014493,0,-96.46687697,0,-45.66716362,0,-59.27346865,0,83.5283415,0,-52.23505033,0,-14.93516949,0,0,-100,0,-100,0,-94.97906373,-19.89908516,0,-16.63129123,179.8044297,291.4314084,0,-39.42585315,0,-40.30191538,0,FALSE
5962,7129,경상북도,0,-100,-16.94915254,0,0,-100,-74.20928668,0,-87.43181818,118.75,-14.56601782,-100,-93.28225806,-90.44444444,-96,0,-61.59760956,-100,-89.6744186,0,0,0,-69.81298834,-100,0,0,-41.1721438,0,-100,0,-100,-100,-81.33579725,TRUE
5963,7130,경상남도,1,0,-38.4,0,0,30.43264503,-70.82420449,11.93537922,0,14.00439391,-15.95372747,21.21684057,0,-27.28487049,-100,-72.11788618,-27.62512364,-100,-100,0,0,-88.23429542,-52.91254125,-49.56049951,-100,-39.88546992,-48.8392409,-62.99986146,0,-28.44997453,-30,-79.50565354,-75.7925072,FALSE
5964,7131,부산시,5,-42.9040404,0,0,0,38.48186743,-79.53307393,274.6290247,0,13.92210045,-67.35312546,8.142077912,-100,-77.95675957,0,-86.11634349,-100,504.2571128,189.0284757,-100,0,-70.87377971,-56.18579603,-46.84704258,-89.3359375,-10.44653844,-60.95151478,78.76464503,0,-81.55342668,0,-100,586,FALSE
5965,7134,부산시,1,-75.02230152,0,2.254901961,0,-63.67294589,-71.95718654,-87.27513789,-100,-25.47593817,-37.29253317,-37.72264184,-100,-18.77354327,0,-28.56082872,-100,14567.47475,0,-45.5738255,0,19.26229508,-100,-60.94656573,0,-38.247805,-100,-58.61124483,-100,-37.49631251,-100,-87.47293435,-100,TRUE
5966,7135,서울시,1,-73.07810222,0,-35.82352941,0,-71.74117254,0,-25.05177356,0,70.46745274,0,-67.55904223,0,37.30550174,0,-49.22633951,0,-65.06193283,0,0,0,675.2966905,0,65.82041344,0,17.23921155,0,121.4178713,0,125.8214946,0,34.76635514,0,TRUE
5967,7136,전라북도,0,0,0,0,0,0,24.33370196,0,0,0,-11.37556041,0,-61.5,0,-97.98850575,0,0,0,-79.63362069,0,-100,0,-67.70764772,0,-50.26315789,0,-27.87735647,0,-85.88709677,0,37.17171717,0,660.7727273,FALSE
5968,7137,서울시,2,41.88199638,-100,-35.34582133,0,389.0235811,-91.3209575,-28.62977805,0,-21.33357154,-70.11098391,24.50990248,0,129.2215964,-100,-77.58836808,-76.77871148,-73.77025774,39.29926238,-13.27195467,-100,-45.35660741,-95.59957973,-9.045997058,0,-36.0962917,60.52545931,-21.91382255,0,6.958813974,-100,81.77344343,0,FALSE
5969,7138,서울시,5,0,0,0,0,-100,-45.48641975,147.1538462,-86.70886076,0,54.22570858,0,-26.21800948,0,-61.52158325,0,-60.56644586,0,521.2156863,0,0,0,-53.19781346,0,0,-100,110.513647,-78.19314642,-35.63291139,0,54.23143852,0,42.49180328,FALSE
5970,7139,서울시,0,228.125,0,-63.56582389,0,-38.98749115,5578,89.48837209,0,-18.49199383,-12.72374128,3.480880391,0,33943.28846,-100,-51.43619097,0,-94.11764706,0,86.74678112,0,175.0140351,0,0,0,-25.58785865,59.01112117,18.56429204,-100,-20.28186833,0,-45.52705061,0,FALSE
5971,7140,경상남도,2,-13.20786517,0,143.7794479,0,659.7009435,26.26970228,-40.0324431,0,20.31424753,-61.65001091,-0.546617029,0,5.285774,0,-9.883373206,0,-99.2619867,0,-100,0,-89.57150648,23.67537313,-73.44171937,0,-21.1377912,-86.48233841,49.71501416,0,345.6067898,0,-63.29513861,0,FALSE
5972,7142,울산시,2,0,0,0,0,965.7644628,-100,0,0,424.9446859,0,0,-100,986.0208333,0,1619.59854,0,0,0,0,0,-84.65954689,0,0,0,-86.29319898,0,-94.00286533,0,-87.8677309,0,-86.90550299,0,FALSE
5973,7143,경상남도,2,-100,0,-96.12906296,0,88.34953193,0,-37.60581957,0,-65.3799649,0,10.2123373,0,36.94790451,0,-21.20210176,0,-42.72711703,0,-95.04503464,0,20.72369008,0,-74.16566099,0,-39.14144966,0,-73.79638038,0,-93.10669807,0,-45.99919094,0,TRUE
5974,7144,서울시,1,0,123.9391796,0,0,0,114.3252364,0,-100,-18.07655502,-62.28951828,928.5148515,-53.1184669,-100,-76.02539889,-27.06877195,-69.632469,-100,-100,0,0,0,-49.17374356,0,0,30.85831622,-78.9540049,-0.247166113,-51.40965399,-88.99698865,-97.79809154,-38.25571636,-69.89165596,TRUE
5975,7145,경상남도,0,0,-100,0,0,0,117,0,0,0,-75.10409836,0,0,0,0,0,-100,0,0,0,0,0,-34.54198473,0,0,0,-54.87745985,0,0,0,-74.3902439,0,-42.95751898,FALSE
5976,7146,서울시,2,231.233515,-62.15196695,0,0,30.1112814,-71.13893143,-65.33016594,0,54.62875478,-59.77347464,10.10841649,-72.7256479,-82.63599748,-93.08860759,95.38437181,-52.33474576,99.86159491,-79.83443709,0,0,48.61172552,-54.35288457,20.79102956,0,-1.345919929,-78.42150232,4.739477245,226.2385321,-88.55708135,-100,111.4906957,-50.23781447,FALSE
5977,7148,대구시,1,-61.12948505,0,-100,0,-50.31206024,2.164746052,-82.9801736,0,-45.05165549,854.9059652,-70.35503892,0,-79.57950901,-100,-51.01764953,0,204.9010506,0,0,0,2.200365408,777.6703967,-98.52101718,0,-21.96332763,40.17855256,89.17802819,0,-77.6783265,0,390.9629755,0,TRUE
5978,7151,서울시,0,-100,0,0,0,0,-98.47111499,-46.57039711,-100,-31.37254902,-95.12438791,-88.65684575,0,0,0,0,0,0,0,0,0,0,-61.93915443,7.979487179,-53.65296804,-100,-95.00342622,38.98622746,0,56.78171642,-100,0,131.1320755,FALSE
5979,7152,서울시,2,0,0,0,0,0,0,-100,0,-100,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,138.5970819,0,0,0,0,0,TRUE
5980,7153,부산시,1,-100,0,0,0,-100,-38.91755468,-54.59522063,0,-57.05730623,-70.26522843,-37.81518183,0,291.0664055,-100,-81.86160109,0,0,0,0,0,-100,13.49725777,43.26118727,0,-25.53679966,1760.868383,9.85826931,0,-25.913439,0,-24.33286211,0,FALSE
5981,7154,경상남도,1,-90.31019239,0,-96.27267632,0,-76.59894415,0,-64.6954447,0,123.5464344,0,-26.61742309,0,-18.93895181,0,-98.15789474,0,3005.890411,0,2065.44854,0,-79.22334245,-46.59777055,10.36676898,-68.58490566,132.3128493,-15.54639619,96.25737631,-100,120.5347107,0,-100,150.4444444,FALSE
5982,7155,부산시,1,-42.60172626,0,-100,0,-79.76146064,0,0,0,-19.34123805,0,311.4116466,0,679.2157659,0,655.0031095,0,52.61647059,0,-81.47107634,0,-14.76500362,0,504.52,-100,-53.97081273,-19.98721995,-2.230655313,0,0.120860927,-100,-64.88614183,0,FALSE
5983,7156,서울시,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-91.13333333,-100,-100,-100,-100,-100,0,0,TRUE
5984,7157,경기도,0,0,845.6862745,0,0,0,-46.19322874,0,36.5,-100,-12.96597969,0,169.7297297,0,-45.35315985,0,-34.04839186,-100,-78.97976879,0,0,0,-50.16416043,0,0,-94.79553903,-31.13097091,-100,-25.11627907,-100,42.37288136,0,-41.16144681,TRUE
5985,7158,경기도,2,11683.67647,0,420.5905512,0,-73.31109518,-14.35096154,0,-100,-27.7221971,-60.54044381,170.8735895,0,-52.55573998,-100,-7.258064516,-100,-85.38135593,0,0,0,-95.88235294,200.8205128,57.62313105,0,-59.22694372,157.8369389,-73.72136837,0,-25.23563142,0,0,0,FALSE
5986,7159,울산시,1,-100,0,0,0,-46.69616921,-85.41441163,-34.44348559,0,-16.8447645,189.538347,-56.4541089,0,18503.14815,0,-53.68206522,-7.323943662,-100,0,-100,0,-76.48001357,-1.205673759,-89.70907213,0,-35.93112522,-100,-34.8838751,0,-78.97856075,0,-39.55898123,0,TRUE
5987,7161,서울시,4,17.14740369,179.1878173,0,0,-24.15748031,-51.57607192,154.8734227,0,9.47308016,-33.78683804,-60.99070702,41.24062713,-40.9004596,0,-91.40541868,-36.36363636,-79.16055611,0.506756757,873.4883721,0,384.0451389,-26.07936806,-46.94126028,0,-18.04161628,15.41617089,-64.02207492,173.4291188,-41.175,-89.62962963,53.49495459,-64.23863636,TRUE
5988,7162,서울시,1,-70.76912371,0,-100,0,-92.14117314,-65.14344262,-65.68719322,0,124.9340968,-76.05921663,-44.34496751,0,-34.01337328,0,-12.83977148,-47.09431566,-81.41963682,-100,-100,0,31.5885947,1115.434783,-93.35825996,0,-12.91236034,-37.04622642,81.90415441,0,-81.80783808,0,17.68055422,0,FALSE
5989,7163,충청남도,0,0,225.4672897,0,0,0,52.18651991,-100,404.7777778,-100,158.0262495,-72.17573222,-82.81928758,0,30.40498442,-100,-6.598707563,0,29.5,0,0,0,31.31588383,0,-54.91284961,0,-19.8813713,0,-53.63636364,0,-81.36305732,0,-73.68421053,FALSE
5990,7164,경기도,5,0,-43.38557994,0,0,0,50.84985836,0,-81.64634146,0,42.15946584,-100,0,0,371.5789474,0,56.91607685,0,-48.36752137,0,0,0,-5.39700505,0,-85.29930348,0,32.06715148,0,0,0,-55.38114343,0,79.47305389,FALSE
5991,7165,부산시,5,0,0,0,0,0,-46.61518239,0,-7.723035952,0,-32.59034229,0,-100,0,-100,0,-52.55985267,0,0,0,0,0,24.87195903,0,0,-100,87.60418835,-100,0,-100,0,0,0,FALSE
5992,7168,서울시,1,404.3814956,0,20.53090953,0,-32.91666667,-90.23608404,8.272825209,0,-22.35197292,-49.40252741,101.1961908,0,13.6865737,0,0,0,6.236841707,0,11.1772571,0,198.595092,0,371.7351852,0,-13.05085874,0,-8.527647561,0,7.410580989,0,0,0,FALSE
5993,7169,서울시,1,-72.2900038,0,-100,0,-79.92140882,-100,-85.02309525,0,50.20879121,-100,-72.70496514,0,-60.87548061,0,-56.08504312,0,-76.2821876,-100,-100,0,16.31874802,2698.035547,7.877950437,-100,-45.97421939,-100,-25.3892234,0,-81.1316783,0,383.2758621,0,TRUE
5994,7171,서울시,1,323.7316176,0,-100,0,59.53611592,0,77.43713733,0,28.69052444,0,-11.07931752,0,-80.51948052,0,149.353316,0,-90.625,0,0,0,-63.48238656,-100,-32.46801724,0,-38.98929895,-100,-36.82034487,0,-78.8590604,0,0,0,FALSE
5995,7172,서울시,5,0,-51.93706802,0,0,0,-18.42678714,0,-85.42275574,-89.28535226,-56.43100618,0,-36.44736842,-100,245.6589147,-100,-32.10619469,0,-68.62068966,0,0,-100,-54.04546177,0,13.05660377,-85.08505468,-52.34483268,0,-96.16066482,-100,-68.90359168,0,-68.64945382,TRUE
5996,7173,부산시,1,-22.31858407,0,-93.99656947,0,138.4480676,-100,-48.58712495,0,14.69885445,-100,-99.6004418,0,972.0975766,0,0,0,-100,0,82.84153005,0,-94.91423077,0,36.2962963,0,53.05074257,0,304.6639395,0,-35.58386684,0,-76.19626515,0,FALSE
5997,7174,경상남도,1,-87.62730121,0,18.6440678,0,-50.59198118,0,-48.14137674,0,-20.46445298,-50.86461889,0.659116329,0,-53.9144388,0,-12.55802215,0,-100,0,-92.98980747,0,-72.31681774,-81.2,-81.87501345,0,-42.36038339,-73.20987654,13.8895424,0,-70.82366429,0,19.71131114,0,TRUE
5998,7175,울산시,4,12.65456698,0,527.4285714,0,-53.40976514,14.36923077,-92.44868944,0,122.9296072,75.8974359,35.79567522,0,38.83468533,0,-73.56330014,0,-77.56975298,0,0,0,1634.439189,0,-37.41987484,0,59.20153212,672.0411664,96.91919657,0,31.56315964,0,-50.80379225,0,FALSE
5999,7176,경상남도,1,0,0,0,0,0,99.00107991,1614.377119,0,2984.672018,11.51967709,94.56255509,0,7909.19,-100,3628.014519,0,0,0,0,0,-82.38575806,491.8431373,-96.47579074,0,17.75966845,177.8513981,13.74948929,0,1514.749492,0,-52.926764,0,FALSE
6000,7177,부산시,1,0,0,0,0,0,0,0,0,165.8617594,0,-32.79753611,0,173.0444646,-100,174.0435356,0,0,0,0,0,-100,0,0,0,39.85321101,0,-41.88221008,72.36180905,-7.211186114,0,-29.99812425,0,FALSE
6001,7178,서울시,0,-100,0,0,0,177.0866142,-73.2148176,-43.68237347,0,-31.32616728,-27.09717845,-55.80686796,-32.68156425,-79.26642275,-43.57265692,-100,-42.30342105,-100,-100,-100,0,119.4039774,-49.0850007,84.1110996,-100,24.96218514,-8.2280387,9.550599498,-91.45066667,-60.74858204,0,-61.87512157,-34.03698662,TRUE
6002,7179,경기도,0,0,0,0,-100,0,55.16452206,0,0,-68.36,1125.536549,0,0,0,-6.9,0,-57.05017301,0,0,0,0,0,-53.80295661,0,0,-100,-47.17093978,-100,1455.166667,0,79.66666667,0,-27.3974359,FALSE
